Count,,Secili Rota,,POTC,,Reliability,,Robot Reliability ->,Robot 1,Robot 2,Robot 3,Robot 4,Robot 5,Robot 6,,Robot Zaman ->,Robot 1,Robot 2,Robot 3,Robot 4,Robot 5,Robot 6,,Robot Mesafe ->,Robot 1,Robot 2,Robot 3,Robot 4,Robot 5,Robot 6,,Ortalama Zaman,,Ortalama Mesafe,,Rota Secilme Miktari ->,Rota Numarasi,Secilme Miktari
1,,1059,,0.9994962813408071,,0.9993809944408161,,,0.9999458979913444,0.9999097533780269,0.9997236527742634,0.9999278255213697,0.9999278255213696,0.9999458979913443,,,0.10671296296296295,0.17800925925925926,0.545138888888889,0.1423611111111111,0.1423611111111111,0.10671296296296295,,,0.461,0.7689999999999999,2.3549999999999995,0.615,0.615,0.46099999999999997,,00:12:12,,0.8793333333333333,,,1059,1
2,,1059,,0.9986381309642192,,0.9987623720495146,,,0.999891798909716,0.9998195149005066,0.9994473819163161,0.9998556562518948,0.9998556562518947,0.9998917989097159,,,0.10671296296296295,0.17800925925925926,0.545138888888889,0.1423611111111111,0.1423611111111111,0.10671296296296295,,,0.461,0.7689999999999999,2.3549999999999995,0.615,0.615,0.46099999999999997,,00:12:12,,0.8793333333333333,,,1059,2
3,,1059,,0.9977807173808366,,0.9981441325889124,,,0.9998377027549566,0.9997292845667041,0.9991711874050541,0.9997834921911993,0.9997834921911991,0.9998377027549564,,,0.10671296296296295,0.17800925925925926,0.545138888888889,0.1423611111111111,0.1423611111111111,0.10671296296296295,,,0.461,0.7689999999999999,2.3549999999999995,0.615,0.615,0.46099999999999997,,00:12:12,,0.8793333333333333,,,1059,3
4,,1059,,0.9969240399580613,,0.9975262758219734,,,0.9997836095269079,0.9996390623758844,0.9988950692193789,0.9997113333389073,0.9997113333389069,0.9997836095269076,,,0.10671296296296295,0.17800925925925926,0.545138888888889,0.1423611111111111,0.1423611111111111,0.10671296296296295,,,0.461,0.7689999999999999,2.3549999999999995,0.615,0.615,0.46099999999999997,,00:12:12,,0.8793333333333333,,,1059,4
5,,1059,,0.9960680980638391,,0.9969088015118076,,,0.9997295192254115,0.9995488483273126,0.9986190273381983,0.9996391796946427,0.9996391796946423,0.9997295192254111,,,0.10671296296296295,0.17800925925925926,0.545138888888889,0.1423611111111111,0.1423611111111111,0.10671296296296295,,,0.461,0.7689999999999999,2.3549999999999995,0.615,0.615,0.46099999999999997,,00:12:12,,0.8793333333333333,,,1059,5
6,,1059,,0.9952128910666563,,0.9962917094216724,,,0.999675431850309,0.9994586424202541,0.9983430617404256,0.9995670312580298,0.9995670312580294,0.9996754318503086,,,0.10671296296296295,0.17800925925925926,0.545138888888889,0.1423611111111111,0.1423611111111111,0.10671296296296295,,,0.461,0.7689999999999999,2.3549999999999995,0.615,0.615,0.46099999999999997,,00:12:12,,0.8793333333333333,,,1059,6
7,,1059,,0.9943584183355438,,0.9956749993149722,,,0.9996213474014423,0.9993684446539739,0.9980671724049807,0.9994948880286928,0.9994948880286922,0.9996213474014417,,,0.10671296296296295,0.17800925925925926,0.545138888888889,0.1423611111111111,0.1423611111111111,0.10671296296296295,,,0.461,0.7689999999999999,2.3549999999999995,0.615,0.615,0.46099999999999997,,00:12:12,,0.8793333333333333,,,1059,7
8,,1059,,0.9935046792400742,,0.9950586709552558,,,0.9995672658786527,0.9992782550277374,0.9977913593107878,0.9994227500062557,0.9994227500062551,0.9995672658786521,,,0.10671296296296295,0.17800925925925926,0.545138888888889,0.1423611111111111,0.1423611111111111,0.10671296296296295,,,0.461,0.7689999999999999,2.3549999999999995,0.615,0.615,0.46099999999999997,,00:12:12,,0.8793333333333333,,,1059,8
9,,1059,,0.9926516731503582,,0.9944427241062205,,,0.9995131872817823,0.9991880735408101,0.9975156224367784,0.9993506171903428,0.999350617190342,0.9995131872817815,,,0.10671296296296295,0.17800925925925926,0.545138888888889,0.1423611111111111,0.1423611111111111,0.10671296296296295,,,0.461,0.7689999999999999,2.3549999999999995,0.615,0.615,0.46099999999999997,,00:12:12,,0.8793333333333333,,,1059,9
10,,1059,,0.991799399437052,,0.9938271585317092,,,0.9994591116106726,0.9990979001924573,0.9972399617618892,0.9992784895805783,0.9992784895805774,0.9994591116106717,,,0.10671296296296295,0.17800925925925926,0.545138888888889,0.1423611111111111,0.1423611111111111,0.10671296296296295,,,0.461,0.7689999999999999,2.3549999999999995,0.615,0.615,0.46099999999999997,,00:12:12,,0.8793333333333333,,,1059,10
