Count,,Secili Rota,,POTC,,Reliability,,Robot Reliability ->,Robot 1,Robot 2,Robot 3,,Robot Zaman ->,Robot 1,Robot 2,Robot 3,,Robot Mesafe ->,Robot 1,Robot 2,Robot 3,,Ortalama Zaman,,Ortalama Mesafe,,Rota Secilme Miktari ->,Rota Numarasi,Secilme Miktari
91,,657,,0.8750277711069037,,0.9085309325996427,,,0.9687805435893844,0.9682459782687981,0.9685646365051361,,,0.33773148148148147,0.4488425925925925,0.18402777777777776,,,1.4589999999999999,1.9389999999999998,0.795,,00:19:24,,1.3976666666666666,,,657,46
92,,590,,0.8738434233391589,,0.9075704735030731,,,0.9684435170904199,0.9681172294819939,0.9680061416178282,,,0.33773148148148147,0.18402777777777776,0.4488425925925925,,,1.4589999999999999,0.795,1.939,,00:19:24,,1.3976666666666666,,,590,44
93,,657,,0.8724612741169643,,0.9066161421255705,,,0.9681066078387119,0.9675708140559015,0.967871057276701,,,0.33773148148148147,0.4488425925925925,0.18402777777777776,,,1.4589999999999999,1.9389999999999998,0.795,,00:19:24,,1.3976666666666666,,,657,47
94,,590,,0.8712616649289343,,0.9056577072615974,,,0.9677698157934719,0.9674421550464631,0.9673129623218686,,,0.33773148148148147,0.18402777777777776,0.4488425925925925,,,1.4589999999999999,0.795,1.939,,00:19:24,,1.3976666666666666,,,590,45
95,,657,,0.869902304781594,,0.9047053872021086,,,0.967433140913925,0.9668961206393981,0.9671779747132563,,,0.33773148148148147,0.4488425925925925,0.18402777777777776,,,1.4589999999999999,1.9389999999999998,0.795,,00:19:24,,1.3976666666666666,,,657,48
96,,590,,0.8686875342885261,,0.9037489723045249,,,0.9670965831593107,0.966767551344723,0.9666202794045122,,,0.33773148148148147,0.18402777777777776,0.4488425925925925,,,1.4589999999999999,0.795,1.939,,00:19:24,,1.3976666666666666,,,590,46
97,,657,,0.8673508410218334,,0.9027986593240609,,,0.9667601424888829,0.9662218976909986,0.9664853884591456,,,0.33773148148148147,0.4488425925925925,0.18402777777777776,,,1.4589999999999999,1.9389999999999998,0.795,,00:19:24,,1.3976666666666666,,,657,49
98,,590,,0.866121008881793,,0.9018442601356507,,,0.9664238188619093,0.9660934180485283,0.9659280925103072,,,0.33773148148148147,0.18402777777777776,0.4488425925925925,,,1.4589999999999999,0.795,1.939,,00:19:24,,1.3976666666666666,,,590,47
99,,657,,0.8648068608234813,,0.9008959500041563,,,0.9660876122376721,0.9655481448826425,0.9657932981589668,,,0.33773148148148147,0.4488425925925925,0.18402777777777776,,,1.4589999999999999,1.9389999999999998,0.795,,00:19:24,,1.3976666666666666,,,657,50
100,,590,,0.8635620662391766,,0.8999435622766759,,,0.9657515225754675,0.9654197548298618,0.9652364012840567,,,0.33773148148148147,0.18402777777777776,0.4488425925925925,,,1.4589999999999999,0.795,1.939,,00:19:24,,1.3976666666666666,,,590,48
101,,657,,0.8622703422369056,,0.8989972507730112,,,0.9654155498346055,0.9648748618864981,0.9651017034575723,,,0.33773148148148147,0.4488425925925925,0.18402777777777776,,,1.4589999999999999,1.9389999999999998,0.795,,00:19:24,,1.3976666666666666,,,657,51
102,,590,,0.8610106839575037,,0.8980468702671703,,,0.9650796939744113,0.9647465613609355,0.9645452053708177,,,0.33773148148148147,0.18402777777777776,0.4488425925925925,,,1.4589999999999999,0.795,1.939,,00:19:24,,1.3976666666666666,,,590,49
